timestamp,src_ip,src_port,dst_ip,dst_port,service,flow_duration,Header_Length,Protocol_Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot_sum,Min,Max,AVG,Std,Tot_size,IAT,Number,Magnitude,Radius,Covariance,Variance,Weight,total_fwd_packets,total_bwd_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_mean,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_std,bwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_std,flow_bytes_s,flow_packets_s,fwd_iat_mean,fwd_iat_max,fwd_iat_min,fwd_iat_std,bwd_iat_mean,bwd_iat_max,bwd_iat_min,bwd_iat_std,down_up_ratio,label
2026-04-04T08:46:35.483383,192.168.1.156,40252,192.168.1.215,5000,Flask/IoT,17858.98208618164,540,6,0.01785898208618164,559.9423277174058,279.9711638587029,279.9711638587029,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,929,54,237,92.9,75.37086085926488,929,1984.3313429090713,10,131.4206985219604,112.99778758896123,-649.6500000000001,5680.766666666666,0.1785898208618164,5,5,453,476,90.6,237,54,81.8400879764923,95.2,233,54,77.91469694479983,52018.642244947,559.9423277174058,4431.486129760742,12217.998504638672,1290.0829315185547,5214.197103986195,4407.227039337158,9915.11344909668,1428.842544555664,3787.3800828544645,1.0,BruteForce_HTTP
2026-04-04T08:46:35.621371,192.168.1.156,40268,192.168.1.215,5000,Flask/IoT,19345.04508972168,540,6,0.01934504508972168,516.9282342646569,258.46411713232845,258.46411713232845,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,932,54,240,93.2,76.01140265337388,932,2149.44945441352,10,131.835048450706,113.97324247383682,-660.3,5777.733333333334,0.1934504508972168,5,5,456,476,91.2,240,54,83.18172876299218,95.2,233,54,77.91469694479983,48177.71143346603,516.9282342646569,4793.763160705566,13095.855712890625,1206.1595916748047,5565.492310405512,4793.763160705566,10713.10043334961,1616.9548034667969,4043.927738560464,1.0,BruteForce_HTTP
2026-04-04T08:46:35.766234,192.168.1.156,40272,192.168.1.215,5000,Flask/IoT,17558.09783935547,540,6,0.01755809783935547,569.5377763293683,284.76888816468414,284.76888816468414,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,932,54,240,93.2,76.01140265337388,932,1950.8997599283855,10,131.835048450706,113.97324247383682,-660.3,5777.733333333334,0.1755809783935547,5,5,456,476,91.2,240,54,83.18172876299218,95.2,233,54,77.91469694479983,53080.920753897124,569.5377763293683,4361.271858215332,13206.958770751953,270.1282501220703,6022.550280888409,4329.025745391846,10818.958282470703,906.2290191650391,4432.352682204595,1.0,BruteForce_HTTP
2026-04-04T08:46:35.903144,192.168.1.156,40284,192.168.1.215,5000,Flask/IoT,16566.038131713867,540,6,0.016566038131713867,603.644632500036,301.822316250018,301.822316250018,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,935,54,243,93.5,76.65833288038554,935,1840.670903523763,10,132.25082230368173,114.95607856916484,-670.9500000000003,5876.5,0.16566038131713867,5,5,459,476,91.8,243,54,84.52336954949205,95.2,233,54,77.91469694479983,56440.773138753364,603.644632500036,4107.773303985596,12002.944946289062,704.0500640869141,5354.173419639297,4083.4546089172363,9514.093399047852,918.8652038574219,3786.65477097212,1.0,BruteForce_HTTP
2026-04-04T08:46:36.036692,192.168.1.156,40288,192.168.1.215,5000,Flask/IoT,18522.024154663086,540,6,0.018522024154663086,539.8977949978761,269.94889749893804,269.94889749893804,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,930,54,238,93.0,75.58365490560038,930,2058.002683851454,10,131.55865611961838,113.32210728714853,-653.2,5712.888888888889,0.18522024154663086,5,5,454,476,90.8,238,54,82.28730157199226,95.2,233,54,77.91469694479983,50210.494934802475,539.8977949978761,4605.293273925781,15009.880065917969,218.1529998779297,6987.485189927361,4570.00732421875,9924.173355102539,954.8664093017578,3827.0383823992106,1.0,BruteForce_HTTP
2026-04-04T08:46:36.160777,192.168.1.156,40298,192.168.1.215,5000,Flask/IoT,24828.91082763672,540,6,0.02482891082763672,402.7562896101402,201.3781448050701,201.3781448050701,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,932,54,240,93.2,76.01140265337388,932,2758.767869737413,10,131.835048450706,113.97324247383682,-660.3,5777.733333333334,0.2482891082763672,5,5,456,476,91.2,240,54,83.18172876299218,95.2,233,54,77.91469694479983,37536.886191665064,402.7562896101402,6173.491477966309,21157.97996520996,689.0296936035156,10008.487591849718,6146.252155303955,18801.92756652832,903.1295776367188,8469.739287336351,1.0,BruteForce_HTTP
2026-04-04T08:46:36.292573,192.168.1.156,40310,192.168.1.215,5000,Flask/IoT,18055.91583251953,540,6,0.01805591583251953,553.8351027306819,276.91755136534096,276.91755136534096,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,929,54,237,92.9,75.37086085926488,929,2006.212870279948,10,131.4206985219604,112.99778758896123,-649.6500000000001,5680.766666666666,0.1805591583251953,5,5,453,476,90.6,237,54,81.8400879764923,95.2,233,54,77.91469694479983,51451.28104368035,553.8351027306819,4478.514194488525,12068.986892700195,949.1443634033203,5128.184368077892,4457.235336303711,9629.964828491211,1023.0541229248047,3705.7916296734875,1.0,BruteForce_HTTP
2026-04-04T08:46:36.427343,192.168.1.156,40326,192.168.1.215,5000,Flask/IoT,16354.084014892578,540,6,0.016354084014892578,611.4680584307665,305.73402921538326,305.73402921538326,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,928,54,236,92.8,75.15879485758433,928,1817.1204460991753,10,131.2829006382781,112.67430940547185,-646.1000000000001,5648.844444444443,0.16354084014892578,5,5,452,476,90.4,236,54,81.39287438099234,95.2,233,54,77.91469694479983,56744.235822375136,611.4680584307665,4060.029983520508,12161.970138549805,687.1223449707031,5441.247415426203,4033.7443351745605,9706.02035522461,953.9127349853516,3903.9511511058517,1.0,BruteForce_HTTP
2026-04-04T08:46:36.572778,192.168.1.156,40340,192.168.1.215,5000,Flask/IoT,21955.96694946289,540,6,0.02195596694946289,455.4570528830492,227.7285264415246,227.7285264415246,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,928,54,236,92.8,75.15879485758433,928,2439.5518832736543,10,131.2829006382781,112.67430940547185,-646.1000000000001,5648.844444444443,0.2195596694946289,5,5,452,476,90.4,236,54,81.39287438099234,95.2,233,54,77.91469694479983,42266.414507546964,455.4570528830492,5460.500717163086,15760.183334350586,670.9098815917969,7044.42406712059,5432.009696960449,10068.893432617188,926.971435546875,3732.9758113640105,1.0,BruteForce_HTTP
2026-04-04T08:46:36.693349,192.168.1.156,40342,192.168.1.215,5000,Flask/IoT,16828.060150146484,540,6,0.016828060150146484,594.2455583576549,297.12277917882744,297.12277917882744,2,2,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,931,54,239,93.1,75.79717086482259,931,1869.7844611273872,10,131.69677292933187,113.64726129564232,-656.7500000000001,5745.211111111111,0.16828060150146484,5,5,455,476,91.0,239,54,82.73451516749222,95.2,233,54,77.91469694479983,55324.261483097674,594.2455583576549,4175.782203674316,12156.009674072266,980.8540344238281,5372.148586191243,4147.231578826904,9713.888168334961,916.9578552246094,3857.3683698277287,1.0,BruteForce_HTTP
