timestamp,measurement,device_ip,device_name,location,humidity,temperature
2026-03-25 04:15:43.001053,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:15:43.001053,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:15:53.121789,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:15:53.121789,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:03.200581,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:03.200581,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:13.308440,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:13.308440,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:23.396964,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:23.396964,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:33.500143,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:33.500143,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:43.588209,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:43.588209,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:16:53.707404,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:16:53.707404,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:17:03.820592,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:17:03.820592,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:17:13.914788,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:17:13.914788,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:17:24.017967,environment,192.168.1.156,192.168.1.156,lab,42.0,
2026-03-25 04:17:24.017967,environment,192.168.1.156,192.168.1.156,lab,,18.5
2026-03-25 04:17:34.119174,environment,192.168.1.156,192.168.1.156,lab,,18.5
