timestamp,measurement,device_ip,device_name,location,humidity,temperature
2026-03-25 03:03:25.434720,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:25.434720,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:28.506519,environment,192.168.1.170,192.168.1.170,lab,,25.0
2026-03-25 03:03:28.506519,environment,192.168.1.170,192.168.1.170,lab,60.0,
2026-03-25 03:03:31.554208,environment,192.168.1.170,192.168.1.170,lab,99.98,
2026-03-25 03:03:31.554208,environment,192.168.1.170,192.168.1.170,lab,,99.98
2026-03-25 03:03:34.617073,environment,192.168.1.170,192.168.1.170,lab,105.0,
2026-03-25 03:03:34.617073,environment,192.168.1.170,192.168.1.170,lab,,-10.7
2026-03-25 03:03:37.662516,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:37.662516,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:38.719413,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:38.719413,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:39.764966,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:39.764966,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:40.816482,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:40.816482,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:41.870668,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:41.870668,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:42.920557,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:42.920557,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:43.965409,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:43.965409,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:45.017640,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:45.017640,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:46.070422,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:46.070422,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:03:47.121150,environment,192.168.1.170,192.168.1.170,lab,55.1,
2026-03-25 03:03:47.121150,environment,192.168.1.170,192.168.1.170,lab,,22.5
2026-03-25 03:23:12.420560,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:23:12.420560,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:12.466619,environment,192.168.1.170,192.168.1.170,lab,,99.98
2026-03-25 03:23:12.466619,environment,192.168.1.170,192.168.1.170,lab,99.98,
2026-03-25 03:23:12.514008,environment,192.168.1.170,192.168.1.170,lab,10.0,
2026-03-25 03:23:12.514008,environment,192.168.1.170,192.168.1.170,lab,,-10.7
2026-03-25 03:23:12.556574,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:23:12.556574,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:14.606091,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:23:14.606091,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:16.664614,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:23:16.664614,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:18.722670,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:23:18.722670,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:20.788459,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:23:20.788459,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:25:22.772324,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:25:22.772324,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:25:24.825396,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:25:24.825396,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:25:26.884812,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:25:26.884812,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:25:28.962775,environment,192.168.1.170,192.168.1.170,lab,35.0,
2026-03-25 03:25:28.962775,environment,192.168.1.170,192.168.1.170,lab,,17.0
2026-03-25 03:25:31.010992,environment,192.168.1.170,192.168.1.170,lab,35.0,
2026-03-25 03:25:31.010992,environment,192.168.1.170,192.168.1.170,lab,,17.0
2026-03-25 03:25:33.080583,environment,192.168.1.170,192.168.1.170,lab,,17.0
2026-03-25 03:25:33.080583,environment,192.168.1.170,192.168.1.170,lab,35.0,
2026-03-25 03:25:35.135759,environment,192.168.1.170,192.168.1.170,lab,,99.98
2026-03-25 03:25:35.135759,environment,192.168.1.170,192.168.1.170,lab,99.98,
2026-03-25 03:25:37.193496,environment,192.168.1.170,192.168.1.170,lab,99.98,
2026-03-25 03:25:37.193496,environment,192.168.1.170,192.168.1.170,lab,,99.98
2026-03-25 03:25:39.246196,environment,192.168.1.170,192.168.1.170,lab,,99.98
2026-03-25 03:25:39.246196,environment,192.168.1.170,192.168.1.170,lab,99.98,
2026-03-25 03:25:41.307803,environment,192.168.1.170,192.168.1.170,lab,,-10.7
2026-03-25 03:25:41.307803,environment,192.168.1.170,192.168.1.170,lab,5.0,
2026-03-25 03:25:43.374033,environment,192.168.1.170,192.168.1.170,lab,5.0,
2026-03-25 03:25:43.374033,environment,192.168.1.170,192.168.1.170,lab,,-10.7
2026-03-25 03:25:45.441094,environment,192.168.1.170,192.168.1.170,lab,,-10.7
2026-03-25 03:25:45.441094,environment,192.168.1.170,192.168.1.170,lab,5.0,
2026-03-25 03:25:47.495164,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:25:47.495164,environment,192.168.1.170,192.168.1.170,lab,47.5,
2026-03-25 03:25:48.549217,environment,192.168.1.170,192.168.1.170,lab,,19.1
2026-03-25 03:25:48.549217,environment,192.168.1.170,192.168.1.170,lab,47.5,
